ID,X_happiness,X_gender,T_raw,Y_raw,T,Y
131105104,5,2,4,4,1,0
131105105,7,2,3,3,0,1
131105201,8,2,3,3,0,1
131105202,8,2,2,2,0,1
131105203,6,2,4,3,1,1
131105204,7,2,2,2,0,1
131105205,7,2,4,4,1,0
131105301,9,2,3,3,0,1
131105302,5,2,1,2,0,1
131105303,6,2,2,3,0,1
131105304,9,2,2,1,0,1
131105305,9,2,2,2,0,1
131105401,8,2,2,2,0,1
131105402,7,2,3,2,0,1
131105403,11,2,2,2,0,1
131105405,8,2,2,2,0,1
131105501,8,2,3,4,0,0
131105502,5,2,2,2,0,1
131105503,7,2,4,4,1,0
131105505,3,2,3,4,0,0
132106105,9,2,3,2,0,1
132106202,5,2,3,2,0,1
132106204,9,2,3,2,0,1
132106301,10,2,3,3,0,1
132106302,10,2,2,2,0,1
132106303,6,2,2,2,0,1
132106304,7,2,2,2,0,1
132106401,8,1,3,3,0,1
132106402,8,2,1,4,0,0
132106403,8,2,2,1,0,1
132106404,9,2,3,3,0,1
132106405,10,2,3,3,0,1
132106501,9,2,3,2,0,1
132106502,9,2,3,2,0,1
132106503,9,2,3,3,0,1
132106504,10,1,1,2,0,1
132106505,8,2,2,2,0,1
132107101,11,2,3,3,0,1
132107102,9,2,3,3,0,1
132107103,9,2,1,3,0,1
132107105,9,2,3,3,0,1
132107106,10,2,3,3,0,1
132107107,7,2,3,3,0,1
132107108,11,2,4,4,1,0
132107109,8,2,3,3,0,1
132107201,9,1,3,3,0,1
132107203,7,2,1,2,0,1
132107204,9,2,4,4,1,0
132107205,8,2,4,4,1,0
132107206,8,2,2,2,0,1
132107207,6,2,3,3,0,1
132107208,10,1,3,3,0,1
132107301,4,1,3,3,0,1
132107302,10,2,3,3,0,1
132107303,6,2,3,3,0,1
132107304,10,1,3,3,0,1
132107305,7,2,4,4,1,0
132107306,8,2,3,3,0,1
132107307,7,2,4,4,1,0
132107308,7,2,4,4,1,0
133108101,6,2,1,1,0,1
133108102,9,2,2,2,0,1
133108103,5,2,3,3,0,1
133108104,4,2,3,1,0,1
133108105,11,2,2,2,0,1
133108201,4,2,1,1,0,1
133108202,8,2,3,3,0,1
133108203,8,2,2,1,0,1
133108204,5,2,3,2,0,1
133108205,11,2,3,2,0,1
133108301,9,2,2,2,0,1
133108302,6,2,2,1,0,1
133108303,8,2,1,1,0,1
133108304,6,2,2,2,0,1
133108305,8,2,2,2,0,1
133108402,8,2,2,1,0,1
133108403,10,2,2,1,0,1
133108404,6,2,1,1,0,1
133108405,5,2,2,1,0,1
133108502,10,2,2,2,0,1
133108503,4,2,2,2,0,1
133108504,8,2,2,2,0,1
133108505,11,2,2,2,0,1
133109101,11,1,2,2,0,1
133109102,5,1,1,1,0,1
133109103,9,1,2,2,0,1
133109104,8,1,1,1,0,1
133109105,5,1,2,1,0,1
133109202,9,1,2,2,0,1
133109203,8,1,2,1,0,1
133109204,7,1,2,2,0,1
133109205,3,1,1,1,0,1
133109301,10,1,2,1,0,1
133109302,11,1,1,1,0,1
133109303,9,1,2,2,0,1
133109304,11,1,1,1,0,1
133109305,9,1,4,3,1,1
133109401,8,1,2,1,0,1
133109402,8,1,2,1,0,1
133109403,8,1,2,1,0,1
133109404,7,1,2,2,0,1
133109405,10,1,2,2,0,1
133109501,8,1,1,1,0,1
133109502,8,1,2,2,0,1
133109503,1,1,3,3,0,1
133109504,11,1,1,1,0,1
133109505,11,1,1,1,0,1
133110101,7,2,2,2,0,1
133110102,7,1,2,1,0,1
133110103,11,1,3,3,0,1
133110104,11,1,2,2,0,1
133110105,6,1,2,2,0,1
133110202,10,1,1,1,0,1
133110205,9,1,3,3,0,1
133110302,9,1,1,1,0,1
133110303,8,1,3,3,0,1
133110304,8,1,2,2,0,1
133110401,10,1,3,3,0,1
133110402,11,1,3,3,0,1
133110403,9,1,3,3,0,1
133110404,10,1,2,2,0,1
133110503,11,1,3,3,0,1
133110504,10,1,3,3,0,1
133110505,8,1,3,2,0,1
133111101,3,2,2,2,0,1
133111103,6,2,4,3,1,1
133111104,11,1,2,2,0,1
133111201,9,2,3,3,0,1
133111202,6,1,1,1,0,1
133111203,6,1,1,1,0,1
133111204,8,2,2,2,0,1
133111302,11,2,1,1,0,1
133111303,8,2,1,1,0,1
133111304,8,2,1,1,0,1
133111305,6,2,3,2,0,1
133111401,5,2,3,3,0,1
133111402,11,2,1,1,0,1
133111403,6,2,3,1,0,1
133111404,5,2,2,1,0,1
133111405,10,2,2,2,0,1
133111501,4,2,1,1,0,1
133111502,6,2,1,1,0,1
133111504,11,2,2,2,0,1
133112101,8,1,2,2,0,1
133112103,11,1,2,2,0,1
133112104,4,1,2,2,0,1
133112105,8,1,2,2,0,1
133112201,9,1,2,3,0,1
133112202,11,1,2,2,0,1
133112203,7,1,1,2,0,1
133112205,8,1,2,2,0,1
133112301,9,1,1,1,0,1
133112302,7,1,2,2,0,1
133112303,9,1,2,2,0,1
133112304,7,1,2,2,0,1
133112305,9,1,1,2,0,1
133112401,8,1,2,1,0,1
133112402,9,1,1,1,0,1
133112403,6,1,2,2,0,1
133112404,7,1,2,2,0,1
133112405,8,1,1,2,0,1
133112501,11,1,1,1,0,1
133112502,10,1,2,2,0,1
133112503,9,1,2,2,0,1
133112505,8,1,2,2,0,1
134113101,4,1,2,3,0,1
134113102,10,2,2,2,0,1
134113103,8,2,3,3,0,1
134113104,9,1,2,2,0,1
134113105,5,2,3,3,0,1
134113106,10,1,3,3,0,1
134113202,10,2,2,2,0,1
134113204,8,2,2,1,0,1
134113205,9,2,2,2,0,1
134113206,4,1,2,2,0,1
134113302,9,1,2,2,0,1
134113303,9,1,4,4,1,0
134113304,8,1,2,2,0,1
134113305,8,2,2,1,0,1
134113306,11,2,2,2,0,1
134113307,9,1,2,2,0,1
134113401,8,1,2,2,0,1
134113402,10,2,3,3,0,1
134113403,7,1,2,2,0,1
134113404,7,1,2,1,0,1
134113405,11,1,2,2,0,1
134113406,9,2,2,2,0,1
136114101,7,2,3,2,0,1
136114102,9,2,4,2,1,1
136114103,5,2,2,2,0,1
136114104,7,2,3,2,0,1
136114105,8,2,4,2,1,1
136114201,9,1,3,2,0,1
136114202,7,2,3,2,0,1
136114203,8,2,3,3,0,1
136114204,5,2,4,2,1,1
136114205,7,2,3,1,0,1
136114301,8,1,3,2,0,1
136114302,11,1,1,1,0,1
136114305,9,1,2,2,0,1
136114401,9,2,2,2,0,1
136114404,8,1,2,1,0,1
136114501,7,1,3,3,0,1
136114502,10,2,2,1,0,1
136114503,7,1,2,2,0,1
136114504,5,1,2,2,0,1
137115101,9,2,2,2,0,1
137115102,6,2,4,4,1,0
137115103,6,2,3,3,0,1
137115104,6,1,2,2,0,1
137115105,5,2,2,2,0,1
137115106,11,1,2,2,0,1
137115107,9,1,1,1,0,1
137115108,8,1,3,3,0,1
137115111,11,1,2,2,0,1
137115112,7,2,2,2,0,1
137115201,9,1,2,2,0,1
137115202,9,1,3,3,0,1
137115203,11,1,2,2,0,1
137115204,8,1,4,3,1,1
137115205,8,1,3,3,0,1
137115206,6,1,3,2,0,1
137115207,10,2,2,2,0,1
137115208,5,2,2,2,0,1
137115209,10,1,3,3,0,1
137115210,11,2,2,2,0,1
137115211,8,1,2,2,0,1
137115212,6,2,3,3,0,1
138116101,11,1,3,1,0,1
138116102,9,1,2,1,0,1
138116103,9,1,2,1,0,1
138116104,11,1,1,1,0,1
138116105,11,1,2,2,0,1
138116106,8,1,2,2,0,1
138116201,6,1,4,2,1,1
138116202,8,1,2,1,0,1
138116203,9,1,1,1,0,1
138116205,8,1,3,3,0,1
138116301,8,1,1,1,0,1
138116302,9,1,3,3,0,1
138116303,10,1,3,3,0,1
138116304,8,1,1,2,0,1
138116305,7,1,2,1,0,1
138116306,9,1,4,1,1,1
138116401,7,1,3,3,0,1
138116402,9,1,1,1,0,1
138116403,8,1,1,1,0,1
138116404,8,1,3,1,0,1
138116405,6,1,2,1,0,1
138116406,8,1,1,1,0,1
138116501,8,1,2,2,0,1
138116503,9,1,1,1,0,1
138116504,9,1,2,2,0,1
138116505,11,1,3,1,0,1
138116506,8,1,2,1,0,1
138117101,10,1,3,3,0,1
138117104,8,1,2,2,0,1
138117105,9,1,1,1,0,1
138117106,10,1,2,2,0,1
138117201,6,1,4,4,1,0
138117202,8,1,2,2,0,1
138117204,8,1,3,3,0,1
138117206,11,1,2,2,0,1
138117301,9,1,3,3,0,1
138117303,4,1,2,2,0,1
138117304,9,1,2,2,0,1
138117305,11,1,3,3,0,1
138117401,7,1,1,2,0,1
138117402,8,1,3,3,0,1
138117405,9,1,2,2,0,1
138117406,8,1,2,2,0,1
138117501,9,1,2,2,0,1
138117502,5,1,4,2,1,1
138117503,9,1,2,2,0,1
138117505,11,1,1,1,0,1
138117506,9,1,3,3,0,1
141118101,7,1,3,2,0,1
141118102,8,1,2,2,0,1
141118103,9,1,3,1,0,1
141118104,10,1,3,2,0,1
141118105,8,1,2,3,0,1
141118201,7,1,4,4,1,0
141118202,8,1,2,2,0,1
141118203,9,1,1,1,0,1
141118204,8,1,2,2,0,1
141118205,8,1,3,3,0,1
141118301,5,1,3,3,0,1
141118302,8,1,1,1,0,1
141118303,7,1,3,3,0,1
141118304,7,1,3,2,0,1
141118305,9,1,3,2,0,1
141118401,8,1,2,2,0,1
141118402,8,1,3,3,0,1
141118403,8,1,2,2,0,1
141118404,8,1,2,2,0,1
141118501,5,1,2,2,0,1
141118502,7,1,3,2,0,1
141118503,10,1,3,3,0,1
141118504,9,1,2,2,0,1
141119101,8,2,2,3,0,1
141119102,9,2,2,2,0,1
141119103,9,2,3,2,0,1
141119104,8,2,2,2,0,1
141119105,10,2,2,3,0,1
141119201,5,2,4,4,1,0
141119202,10,2,2,2,0,1
141119203,8,2,2,2,0,1
141119204,8,2,2,2,0,1
141119205,6,2,2,2,0,1
141119301,9,2,4,4,1,0
141119302,4,2,2,2,0,1
141119303,6,2,2,2,0,1
141119401,9,2,2,2,0,1
141119402,7,2,2,2,0,1
141119403,8,2,2,2,0,1
141119404,4,2,4,4,1,0
141119405,8,2,4,3,1,1
141119501,7,2,4,4,1,0
141119502,8,2,1,4,0,0
141119503,8,2,2,2,0,1
141119504,8,2,2,2,0,1
141119505,9,2,2,2,0,1
141120101,10,1,2,2,0,1
141120103,8,1,1,2,0,1
141120104,11,1,2,2,0,1
141120105,11,1,1,2,0,1
141120201,7,1,4,4,1,0
141120202,8,1,2,2,0,1
141120203,9,1,1,1,0,1
141120204,10,1,2,2,0,1
141120301,9,1,2,2,0,1
141120302,11,1,2,2,0,1
141120303,8,1,2,2,0,1
141120304,7,1,3,3,0,1
141120305,10,1,2,2,0,1
141120401,5,1,2,2,0,1
141120402,9,1,2,2,0,1
141120403,9,1,2,2,0,1
141120501,7,1,2,2,0,1
141120502,8,1,1,1,0,1
141120503,4,1,2,2,0,1
141120504,9,1,2,2,0,1
141120506,6,1,2,2,0,1
141121101,1,1,4,4,1,0
141121102,1,1,2,2,0,1
141121103,5,1,4,2,1,1
141121104,6,1,2,2,0,1
141121201,7,2,2,2,0,1
141121202,9,1,2,2,0,1
141121203,8,1,3,3,0,1
141121204,4,1,2,2,0,1
141121205,11,1,2,1,0,1
141121206,7,2,1,2,0,1
141121207,8,2,2,2,0,1
141121208,8,2,3,3,0,1
141121209,8,1,4,4,1,0
141121210,7,2,2,2,0,1
141121301,8,1,2,1,0,1
141121302,10,1,3,3,0,1
141121304,11,1,2,1,0,1
141121305,8,1,1,1,0,1
141121306,8,1,1,1,0,1
141121307,8,2,1,2,0,1
141121309,6,2,3,2,0,1
141121311,8,2,3,3,0,1
141122101,9,2,2,1,0,1
141122102,5,2,4,4,1,0
141122103,6,2,4,3,1,1
141122104,8,2,2,2,0,1
141122105,11,2,4,1,1,1
141122201,6,2,3,2,0,1
141122202,11,2,2,2,0,1
141122203,5,2,3,3,0,1
141122205,8,2,2,2,0,1
141122301,5,1,2,3,0,1
141122303,9,1,2,2,0,1
141122304,4,1,3,3,0,1
141122305,7,1,2,1,0,1
141122401,8,1,3,4,0,0
141122402,3,1,2,2,0,1
141122403,9,1,2,2,0,1
141122404,6,1,3,3,0,1
141122405,8,1,2,2,0,1
141122501,6,1,1,1,0,1
141122502,10,1,2,2,0,1
141122503,4,1,4,3,1,1
141122504,11,1,3,3,0,1
141122505,11,1,1,1,0,1
141123101,8,1,2,3,0,1
141123103,9,1,2,2,0,1
141123104,6,1,2,2,0,1
141123201,8,1,2,2,0,1
141123202,6,1,2,2,0,1
141123203,9,1,2,3,0,1
141123204,9,1,1,1,0,1
141123205,11,1,2,1,0,1
141123301,9,2,2,3,0,1
141123302,8,2,2,2,0,1
141123303,7,2,4,2,1,1
141123304,5,2,3,2,0,1
141123305,6,2,2,2,0,1
141123401,9,2,2,2,0,1
141123402,6,2,1,2,0,1
141123403,8,2,2,2,0,1
141123404,7,2,2,1,0,1
141123405,11,2,2,2,0,1
141123501,9,2,2,2,0,1
141123502,5,2,3,3,0,1
141123505,3,2,4,2,1,1
141124101,9,2,4,4,1,0
141124103,9,2,2,2,0,1
141124104,6,2,4,4,1,0
141124105,9,2,3,3,0,1
141124202,9,2,4,1,1,1
141124203,8,2,3,3,0,1
141124204,7,2,3,2,0,1
141124205,6,2,2,2,0,1
141124301,10,2,3,2,0,1
141124302,9,2,2,2,0,1
141124303,8,2,4,2,1,1
141124304,7,2,4,4,1,0
141124305,9,2,3,2,0,1
141124401,10,2,2,2,0,1
141124402,10,2,3,3,0,1
141124403,4,2,3,3,0,1
141124405,10,2,1,1,0,1
141124501,6,2,2,3,0,1
141124502,8,2,3,1,0,1
141124503,9,2,1,1,0,1
141124504,5,2,3,3,0,1
141124505,3,2,3,3,0,1
141125101,7,2,1,2,0,1
141125103,6,2,3,3,0,1
141125105,5,2,3,3,0,1
141125201,10,2,2,2,0,1
141125202,8,2,2,2,0,1
141125204,10,2,2,2,0,1
141125205,9,2,2,2,0,1
141125301,9,2,3,3,0,1
141125302,7,2,2,2,0,1
141125303,8,2,2,2,0,1
141125304,6,2,2,2,0,1
141125305,11,2,2,2,0,1
141125401,7,2,4,4,1,0
141125403,8,2,4,4,1,0
141125404,9,2,1,1,0,1
141125405,7,2,2,2,0,1
141125501,8,2,3,2,0,1
141125502,9,2,2,2,0,1
141125503,9,2,2,2,0,1
141125504,10,2,3,2,0,1
141125505,8,2,3,3,0,1
141126101,11,2,3,3,0,1
141126102,9,2,1,3,0,1
141126103,11,2,2,1,0,1
141126104,6,2,4,3,1,1
141126105,8,2,4,4,1,0
141126201,9,2,1,2,0,1
141126202,6,2,1,3,0,1
141126203,7,2,3,3,0,1
141126205,9,2,2,2,0,1
141126301,8,2,2,2,0,1
141126302,9,2,4,4,1,0
141126303,8,2,3,2,0,1
141126304,9,2,2,2,0,1
141126305,8,2,3,3,0,1
141126401,10,2,4,4,1,0
141126402,8,2,2,2,0,1
141126403,3,2,3,3,0,1
141126404,3,2,4,4,1,0
141126405,6,2,3,3,0,1
141126501,9,2,4,4,1,0
141126502,6,2,3,3,0,1
141126503,5,2,4,4,1,0
141126504,7,2,4,3,1,1
141126505,9,2,2,2,0,1
141127101,7,1,3,3,0,1
141127102,7,2,4,4,1,0
141127103,9,2,2,2,0,1
141127104,11,1,2,2,0,1
141127105,9,1,1,1,0,1
141127201,10,2,2,2,0,1
141127202,5,2,3,3,0,1
141127203,8,2,2,2,0,1
141127205,6,2,2,2,0,1
141127301,7,2,2,2,0,1
141127302,8,2,3,3,0,1
141127303,6,2,1,1,0,1
141127304,7,2,3,2,0,1
141127305,3,2,2,2,0,1
141127401,8,1,2,2,0,1
141127402,8,1,3,2,0,1
141127403,4,1,3,1,0,1
141127404,11,1,2,2,0,1
141127405,8,1,3,3,0,1
141127501,7,1,4,4,1,0
141127502,7,1,2,2,0,1
141127503,7,1,2,2,0,1
141127504,7,1,3,2,0,1
141127505,7,1,2,2,0,1
141128101,9,2,2,2,0,1
141128102,7,2,2,2,0,1
141128103,7,2,2,2,0,1
141128104,8,2,2,2,0,1
141128105,9,2,3,3,0,1
141128201,7,2,3,3,0,1
141128202,6,2,4,4,1,0
141128203,8,2,4,4,1,0
141128204,7,2,3,3,0,1
141128205,9,2,2,2,0,1
141128301,3,2,3,4,0,0
141128302,8,2,3,4,0,0
141128303,5,2,4,2,1,1
141128304,8,2,1,1,0,1
141128305,7,2,2,2,0,1
141128401,8,2,2,2,0,1
141128402,7,2,2,2,0,1
141128403,10,2,2,2,0,1
141129101,7,2,3,2,0,1
141129103,8,2,2,1,0,1
141129105,9,2,4,2,1,1
141129201,7,2,2,2,0,1
141129202,11,2,4,3,1,1
141129203,3,2,3,3,0,1
141129204,8,2,3,4,0,0
141129205,9,2,3,3,0,1
141129301,7,2,3,3,0,1
141129302,4,2,3,3,0,1
141129303,7,2,3,3,0,1
141129304,8,2,2,2,0,1
141129305,7,2,1,2,0,1
141129401,11,2,2,1,0,1
141129402,10,2,2,2,0,1
141129404,11,2,3,3,0,1
141129405,8,2,2,3,0,1
141129501,10,2,1,2,0,1
141129502,8,2,3,3,0,1
141129503,7,2,4,4,1,0
141129504,8,2,2,2,0,1
141129505,7,2,4,4,1,0
142130101,8,1,2,2,0,1
142130102,8,2,2,2,0,1
142130103,6,2,3,3,0,1
142130104,11,1,1,1,0,1
142130105,7,1,3,3,0,1
142130201,8,2,2,2,0,1
142130202,7,1,3,2,0,1
142130203,7,1,1,1,0,1
142130204,6,1,3,3,0,1
142130205,7,2,3,3,0,1
142130301,8,1,2,1,0,1
142130302,8,1,3,3,0,1
142130303,9,1,4,4,1,0
142130304,8,2,3,3,0,1
142130401,5,2,3,3,0,1
142130402,8,1,2,3,0,1
142130403,6,1,2,3,0,1
142130404,10,1,3,3,0,1
142130501,4,1,3,3,0,1
142130502,7,2,4,4,1,0
142130503,8,1,2,4,0,0
142130504,8,2,2,2,0,1
142130505,8,2,4,4,1,0
143131101,9,1,2,1,0,1
143131102,11,1,3,2,0,1
143131103,6,1,2,2,0,1
143131104,9,1,4,2,1,1
143131201,7,1,2,2,0,1
143131202,5,1,3,1,0,1
143131204,11,1,2,2,0,1
143131205,10,1,1,1,0,1
143131301,9,1,2,2,0,1
143131302,9,1,1,1,0,1
143131303,4,1,2,1,0,1
143131304,8,1,2,2,0,1
143131305,11,1,1,1,0,1
143131401,7,1,2,2,0,1
143131402,8,1,4,1,1,1
143131403,4,1,3,3,0,1
143131405,11,1,2,1,0,1
143131501,8,1,3,1,0,1
143131502,8,1,1,1,0,1
143131503,9,1,2,2,0,1
143131504,5,1,3,3,0,1
143131505,10,1,2,2,0,1
143132103,8,2,4,2,1,1
143132104,4,2,2,2,0,1
143132205,8,2,3,1,0,1
143132301,4,2,2,1,0,1
143132302,9,2,2,2,0,1
143132304,10,2,2,2,0,1
143132401,10,2,1,1,0,1
143132402,5,2,3,3,0,1
143132403,6,2,3,2,0,1
143132404,7,2,1,1,0,1
143132501,7,2,2,1,0,1
143132502,6,2,3,3,0,1
143132503,6,2,4,2,1,1
143132504,9,2,3,2,0,1
143132505,8,2,2,2,0,1
143133101,8,1,1,1,0,1
143133102,9,1,2,3,0,1
143133103,11,1,2,1,0,1
143133104,8,1,1,1,0,1
143133105,7,1,3,2,0,1
143133106,8,1,2,2,0,1
143133107,7,2,3,2,0,1
143133108,9,2,3,1,0,1
143133109,9,2,4,1,1,1
143133201,9,1,2,2,0,1
143133202,9,1,2,1,0,1
143133203,2,1,3,3,0,1
143133204,8,1,1,1,0,1
143133205,6,1,4,2,1,1
143133206,11,2,1,1,0,1
143133207,9,2,2,2,0,1
143133208,11,1,2,2,0,1
143133209,8,2,2,1,0,1
143133301,8,2,3,3,0,1
143133302,2,2,2,2,0,1
143133303,3,1,2,2,0,1
143133304,9,1,1,1,0,1
143133305,10,1,1,1,0,1
143133306,10,1,3,2,0,1
143133307,10,2,2,1,0,1
143134101,9,2,2,2,0,1
143134102,7,2,2,1,0,1
143134103,7,2,2,2,0,1
143134104,8,2,2,2,0,1
143134105,7,2,2,2,0,1
143134202,7,2,2,2,0,1
143134203,7,2,3,2,0,1
143134204,8,2,2,1,0,1
143134205,9,2,2,1,0,1
143134301,8,2,3,2,0,1
143134302,9,2,3,3,0,1
143134304,5,2,4,2,1,1
143134305,5,2,2,1,0,1
143134401,7,2,2,2,0,1
143134402,11,2,3,2,0,1
143134403,8,2,2,2,0,1
143134404,7,2,2,1,0,1
143134405,7,2,2,2,0,1
143134501,8,2,1,2,0,1
143134502,5,2,2,2,0,1
143134503,7,2,1,1,0,1
143134504,9,2,3,2,0,1
143134505,6,2,1,1,0,1
143135101,9,2,2,2,0,1
143135102,4,2,3,3,0,1
143135103,8,2,3,1,0,1
143135202,5,2,2,2,0,1
143135203,11,2,1,1,0,1
143135204,6,2,3,3,0,1
143135301,10,2,1,1,0,1
143135303,11,2,2,2,0,1
143135304,11,2,2,1,0,1
143135305,9,2,2,2,0,1
143135402,8,2,2,2,0,1
143135403,6,2,4,3,1,1
143135404,9,2,2,1,0,1
143135501,10,2,2,1,0,1
143135502,11,2,2,1,0,1
143135503,11,2,1,1,0,1
143135504,8,2,2,2,0,1
143135505,4,2,4,3,1,1
143136102,9,2,2,2,0,1
143136105,9,2,2,1,0,1
143136201,11,2,4,4,1,0
143136202,10,2,2,1,0,1
143136203,7,2,3,3,0,1
143136302,6,2,2,2,0,1
143136303,5,2,2,2,0,1
143136304,9,2,1,1,0,1
143136305,9,2,3,3,0,1
143136401,10,2,2,2,0,1
143136402,5,2,4,4,1,0
143136405,8,2,3,2,0,1
143136501,8,2,1,1,0,1
143136502,1,2,3,2,0,1
143136503,7,2,-3,-3,0,1
143136505,6,2,2,2,0,1
143137101,3,1,2,2,0,1
143137102,11,1,2,3,0,1
143137103,7,2,2,2,0,1
143137104,7,2,2,1,0,1
143137105,6,2,3,2,0,1
143137201,8,2,3,2,0,1
143137202,7,1,2,1,0,1
143137203,8,1,2,2,0,1
143137204,7,2,1,2,0,1
143137205,7,2,2,1,0,1
143137301,7,2,2,2,0,1
143137302,8,2,2,2,0,1
143137303,9,2,2,2,0,1
143137304,10,2,2,2,0,1
143137305,9,2,3,2,0,1
143137401,6,2,2,1,0,1
143137402,8,2,3,2,0,1
143137403,7,2,2,1,0,1
143137404,10,2,2,2,0,1
143137405,10,2,2,2,0,1
143137501,4,2,3,2,0,1
143137502,8,2,2,2,0,1
143137503,9,2,1,1,0,1
143137504,8,2,2,1,0,1
143138101,8,1,3,3,0,1
143138103,9,1,2,1,0,1
143138105,9,1,1,1,0,1
143138201,6,1,3,3,0,1
143138202,8,1,2,2,0,1
143138203,3,1,4,4,1,0
143138204,11,1,2,1,0,1
143138205,8,1,2,2,0,1
143138301,3,1,2,2,0,1
143138303,9,1,2,1,0,1
143138305,11,1,2,1,0,1
143138402,8,1,1,1,0,1
143138403,8,1,2,2,0,1
143138404,10,1,1,1,0,1
143138405,5,1,2,2,0,1
143138501,8,1,1,1,0,1
143138502,11,1,1,1,0,1
143138503,5,1,3,3,0,1
143138504,9,1,4,2,1,1
143138505,9,1,2,1,0,1
144139101,9,1,2,2,0,1
144139102,9,1,1,1,0,1
144139104,4,2,4,4,1,0
144139106,10,1,4,4,1,0
144139107,9,1,2,3,0,1
144139201,8,1,2,2,0,1
144139202,11,1,3,3,0,1
144139203,10,1,2,3,0,1
144139204,11,1,1,1,0,1
144139301,5,1,4,4,1,0
144139302,9,1,3,3,0,1
144139303,10,1,2,3,0,1
144139304,10,1,1,1,0,1
144139305,6,2,2,2,0,1
144139401,8,2,2,1,0,1
144139402,9,1,1,1,0,1
144139403,9,1,2,2,0,1
144139404,7,1,2,2,0,1
144139405,9,1,2,2,0,1
144139406,9,1,2,2,0,1
145140101,8,2,2,2,0,1
145140102,10,2,4,4,1,0
145140103,6,1,4,4,1,0
145140105,7,2,2,4,0,0
145140202,7,2,3,2,0,1
145140203,8,2,4,4,1,0
145140204,6,2,4,4,1,0
145140205,10,2,2,2,0,1
145140301,5,2,4,4,1,0
145140302,4,2,3,3,0,1
145140303,7,2,2,2,0,1
145140401,2,2,4,4,1,0
145140402,4,2,3,3,0,1
145140403,9,2,2,2,0,1
145140404,10,2,2,2,0,1
145140405,7,1,4,3,1,1
145140501,8,2,4,4,1,0
145140502,8,2,3,4,0,0
145140503,9,2,3,2,0,1
145140504,8,2,2,2,0,1
145141101,5,2,3,3,0,1
145141102,9,2,3,3,0,1
145141103,9,2,4,4,1,0
145141105,2,1,2,2,0,1
145141201,7,2,2,2,0,1
145141202,9,2,2,3,0,1
145141203,7,1,2,2,0,1
145141204,9,2,2,2,0,1
145141301,10,2,2,2,0,1
145141302,8,2,3,2,0,1
145141303,7,2,1,3,0,1
145141304,8,1,1,2,0,1
145141305,6,1,3,3,0,1
145141401,8,1,2,2,0,1
145141403,4,1,3,4,0,0
145141404,9,2,3,3,0,1
145141501,8,1,2,2,0,1
145141502,6,2,3,3,0,1
145141503,10,2,2,1,0,1
145141504,9,1,2,2,0,1
145141505,8,2,3,2,0,1
147142101,9,2,4,3,1,1
147142102,5,1,2,2,0,1
147142103,9,1,1,1,0,1
147142105,5,1,3,2,0,1
147142106,8,1,2,2,0,1
147142107,11,1,2,2,0,1
147142108,9,1,3,2,0,1
147142201,8,2,2,1,0,1
147142202,7,1,2,2,0,1
147142203,2,1,4,3,1,1
147142204,11,1,2,2,0,1
147142205,5,1,2,2,0,1
147142206,3,1,2,2,0,1
147142207,11,1,2,1,0,1
147142208,6,1,3,3,0,1
147142301,7,1,2,1,0,1
147142302,8,1,3,3,0,1
147142303,8,1,3,2,0,1
147142304,11,1,2,2,0,1
147142305,11,1,1,1,0,1
147142306,6,2,2,2,0,1
147142307,9,2,2,1,0,1
147142308,4,1,3,3,0,1
148143101,5,1,4,2,1,1
148143102,11,1,3,3,0,1
148143103,10,1,1,1,0,1
148143104,10,1,3,2,0,1
148143105,7,1,2,2,0,1
148143106,7,1,2,2,0,1
148143201,9,1,1,1,0,1
148143202,9,2,2,2,0,1
148143203,7,2,2,2,0,1
148143204,11,1,2,1,0,1
148143205,10,1,3,2,0,1
148143206,9,2,2,2,0,1
148143301,7,1,3,2,0,1
148143302,7,1,1,2,0,1
148143303,8,2,1,1,0,1
148143304,11,1,2,1,0,1
148143306,10,1,1,1,0,1
148143401,10,2,3,2,0,1
148143402,8,1,3,1,0,1
148143403,9,1,1,1,0,1
148143404,9,1,1,1,0,1
148143405,11,1,1,1,0,1
148143501,9,1,2,2,0,1
148143502,10,1,3,1,0,1
148143503,9,1,3,1,0,1
148143504,6,1,1,2,0,1
148143505,8,1,3,2,0,1
148143506,9,1,3,2,0,1
148144101,8,1,2,2,0,1
148144102,11,1,2,2,0,1
148144103,10,1,1,1,0,1
148144104,9,1,1,1,0,1
148144106,8,1,3,1,0,1
148144201,6,1,3,2,0,1
148144203,9,1,2,2,0,1
148144204,10,1,1,1,0,1
148144206,11,1,2,1,0,1
148144301,11,1,2,1,0,1
148144302,10,2,3,1,0,1
148144304,8,1,1,1,0,1
148144305,11,1,1,1,0,1
148144306,11,1,1,1,0,1
148144402,8,1,1,1,0,1
148144405,9,1,2,1,0,1
148144501,11,1,2,2,0,1
148144502,8,1,1,1,0,1
148144503,7,1,2,1,0,1
148144504,11,1,1,1,0,1
148144505,11,1,2,1,0,1
148144506,6,1,1,3,0,1
151145101,9,1,2,1,0,1
151145102,8,1,3,2,0,1
151145103,8,1,1,1,0,1
151145104,8,1,1,1,0,1
151145105,9,1,2,1,0,1
151145201,6,1,1,2,0,1
151145202,8,1,3,3,0,1
151145204,8,1,2,2,0,1
151145205,6,1,2,2,0,1
151145301,8,1,2,2,0,1
151145302,8,1,2,3,0,1
151145304,8,1,2,2,0,1
151145305,6,1,3,3,0,1
